compile time(s),type,test_n,algorithm,simd,builtin,n,median,mean,max,min,p99,p95,p90,stddev,variance
0.736,uint8_t,17,batcher,2,0,256,21.087503,21.121736,23.947207,20.704597,22.860730,21.423659,21.312730,0.107983,0.107561
0.755,uint8_t,17,batcher,2,1,256,21.264077,21.270808,22.196257,20.739542,21.823628,21.477174,21.446777,0.022536,0.022448
0.78,uint8_t,17,batcher,2,2,256,19.513786,19.527414,20.251794,18.820557,20.156246,19.907757,19.821523,0.048584,0.048394
1.116,uint8_t,17,balanced,1,0,256,38.469877,38.485382,40.214205,37.699594,39.285594,38.941293,38.798337,0.078691,0.078384
1.127,uint8_t,17,balanced,1,1,256,41.678648,41.707679,43.983479,40.961697,43.053935,42.128393,42.004305,0.123972,0.123488
1.166,uint8_t,17,balanced,1,2,256,66.078021,66.143634,68.313865,65.552069,68.164094,66.855067,66.466324,0.161502,0.160871
1.08,uint8_t,17,balanced,2,0,256,37.375548,37.430766,38.678699,36.329574,38.611112,38.160173,38.013444,0.181518,0.180809
1.139,uint8_t,17,balanced,2,1,256,24.013555,24.062212,26.026917,23.489125,25.104966,24.570768,24.439112,0.097284,0.096904
1.117,uint8_t,17,balanced,2,2,256,23.329339,23.397151,27.046998,22.906808,24.683590,23.853681,23.667673,0.129926,0.129419
0.981,uint8_t,17,bosenelson,1,0,256,35.491932,35.509772,37.812518,34.974029,36.796381,35.807558,35.707099,0.076110,0.075812
1.027,uint8_t,17,bosenelson,1,1,256,35.320017,35.357845,38.832903,34.852115,36.859282,35.650600,35.526416,0.144315,0.143751
1.088,uint8_t,17,bosenelson,1,2,256,59.998848,60.034107,61.902463,59.280769,61.535240,60.424549,60.280793,0.084222,0.083893
0.939,uint8_t,17,bosenelson,2,0,256,25.639887,25.683327,28.118414,25.025427,27.489199,26.156382,26.006959,0.139632,0.139086
1.019,uint8_t,17,bosenelson,2,1,256,20.936202,20.985286,23.928088,20.143214,22.477242,21.596737,21.390146,0.177673,0.176979
1.019,uint8_t,17,bosenelson,2,2,256,21.099170,21.129581,22.668880,20.682805,21.890559,21.400137,21.310189,0.044030,0.043858
0.797,uint8_t,18,bitonic,1,0,256,26.399580,26.408966,29.426078,25.908169,27.333015,26.661289,26.587086,0.098583,0.098198
0.839,uint8_t,18,bitonic,1,1,256,27.558566,27.594259,29.523207,27.243450,28.306802,27.939514,27.818989,0.049904,0.049709
0.908,uint8_t,18,bitonic,1,2,256,34.314075,34.313632,36.697459,33.500641,34.692041,34.571386,34.529422,0.070137,0.069863
0.759,uint8_t,18,bitonic,2,0,256,21.891888,21.909659,25.335023,21.435367,22.563572,22.103144,22.046941,0.073948,0.073659
0.809,uint8_t,18,bitonic,2,1,256,21.584409,21.587505,22.289394,21.237390,21.895430,21.823153,21.732955,0.017034,0.016967
0.839,uint8_t,18,bitonic,2,2,256,19.782391,19.807405,21.679493,19.155004,21.008677,20.198028,20.043188,0.073887,0.073598
0.816,uint8_t,18,oddeven,1,0,256,26.930799,26.968519,29.748802,26.121222,28.290557,27.307609,27.239100,0.093897,0.093530
0.902,uint8_t,18,oddeven,1,1,256,26.950180,26.952367,29.887948,26.228746,27.777900,27.318018,27.213137,0.095489,0.095116
0.914,uint8_t,18,oddeven,1,2,256,43.289828,43.324192,45.571786,42.651086,45.164307,43.622046,43.488942,0.100429,0.100037
0.835,uint8_t,18,oddeven,2,0,256,21.768854,21.755876,22.966062,21.245028,22.611899,22.029980,21.934068,0.034341,0.034207
0.898,uint8_t,18,oddeven,2,1,256,20.146412,20.182489,22.216440,19.788007,22.120936,20.416271,20.356144,0.063332,0.063084
0.824,uint8_t,18,oddeven,2,2,256,19.619959,19.668379,21.280788,19.322497,20.729949,20.126867,19.933520,0.063073,0.062826
0.799,uint8_t,18,batcher,1,0,256,32.297166,32.299011,34.987871,31.847164,33.508896,32.601742,32.564497,0.106353,0.105937
0.828,uint8_t,18,batcher,1,1,256,29.413831,29.497979,33.265251,28.443858,31.503647,30.111069,29.866662,0.186784,0.186054
0.841,uint8_t,18,batcher,1,2,256,33.603636,33.593593,34.337530,32.952107,34.230450,33.990493,33.884265,0.061449,0.061209
0.742,uint8_t,18,batcher,2,0,256,19.831772,19.900052,23.784921,19.373714,21.893485,20.390882,20.172993,0.160145,0.159520
0.838,uint8_t,18,batcher,2,1,256,22.182900,22.218991,24.160909,21.849559,23.232897,22.543015,22.449126,0.074039,0.073749
0.821,uint8_t,18,batcher,2,2,256,21.472770,21.481171,22.224060,20.946442,22.087840,21.741860,21.663075,0.027177,0.027071
1.089,uint8_t,18,balanced,1,0,256,41.825943,41.852477,44.209000,40.642890,43.707149,42.225576,42.123221,0.108165,0.107742
1.137,uint8_t,18,balanced,1,1,256,38.716820,38.720316,40.089583,37.806610,39.744662,39.151318,39.021028,0.084873,0.084541
1.184,uint8_t,18,balanced,1,2,256,70.287332,70.281988,71.834161,69.177738,71.383611,71.044935,70.917928,0.214921,0.214082
1.133,uint8_t,18,balanced,2,0,256,35.349757,35.380835,36.926672,34.817476,36.606133,35.920801,35.644309,0.081394,0.081076
1.143,uint8_t,18,balanced,2,1,256,23.373685,23.419505,26.048936,22.972610,25.129119,23.826255,23.647778,0.112763,0.112322
1.046,uint8_t,18,balanced,2,2,256,23.471904,23.486134,25.575097,23.001521,24.871919,23.732197,23.656569,0.065901,0.065644
0.973,uint8_t,18,bosenelson,1,0,256,40.161936,40.210579,44.416103,39.535637,42.327515,40.375806,40.321297,0.158807,0.158187
1.033,uint8_t,18,bosenelson,1,1,256,40.114940,40.182192,43.666269,39.784323,43.094153,40.349712,40.271131,0.185794,0.185068
1.059,uint8_t,18,bosenelson,1,2,256,60.689450,60.709741,63.855534,59.378009,62.957641,61.106922,61.021297,0.185980,0.185254
0.955,uint8_t,18,bosenelson,2,0,256,32.260271,32.307361,34.810934,31.671432,33.691792,32.770447,32.650822,0.115365,0.114914
1.039,uint8_t,18,bosenelson,2,1,256,21.210235,21.245145,24.370919,20.865233,22.335797,21.570179,21.470538,0.091063,0.090707
0.952,uint8_t,18,bosenelson,2,2,256,19.470758,19.545985,21.966809,19.015782,21.230121,20.147312,19.905992,0.150328,0.149740
0.804,uint8_t,19,bitonic,1,0,256,23.854246,23.868319,27.353227,23.372334,24.381256,24.271981,24.154243,0.096955,0.096576
0.882,uint8_t,19,bitonic,1,1,256,26.577551,26.625251,29.591517,25.922643,29.402175,27.066055,26.950256,0.182827,0.182113
0.949,uint8_t,19,bitonic,1,2,256,39.949728,39.973494,42.191681,39.434702,41.397394,40.425098,40.272323,0.096068,0.095693
0.849,uint8_t,19,bitonic,2,0,256,20.244247,20.270805,22.560403,19.489002,21.503573,20.736402,20.614099,0.116421,0.115966
0.868,uint8_t,19,bitonic,2,1,256,20.646646,20.655503,22.462250,20.053501,20.937653,20.804442,20.761651,0.023260,0.023169
0.863,uint8_t,19,bitonic,2,2,256,21.746785,21.759972,22.806608,21.406585,22.443295,21.962896,21.901153,0.023040,0.022950
0.875,uint8_t,19,oddeven,1,0,256,25.704531,25.701852,28.349411,25.065625,26.243823,26.063812,25.971210,0.075895,0.075599
0.85,uint8_t,19,oddeven,1,1,256,25.644291,25.646447,28.341598,24.957756,26.062919,25.940968,25.855929,0.063610,0.063361
0.958,uint8_t,19,oddeven,1,2,256,44.238166,44.249483,46.566421,43.091101,45.624508,44.594774,44.482267,0.104387,0.103979
0.81,uint8_t,19,oddeven,2,0,256,20.305710,20.335354,21.845877,19.616688,21.355181,20.852006,20.677721,0.094447,0.094078
0.91,uint8_t,19,oddeven,2,1,256,21.649190,21.657616,23.830784,21.177888,22.370445,21.870905,21.825696,0.043633,0.043462
0.873,uint8_t,19,oddeven,2,2,256,20.488258,20.514498,22.538113,20.158508,21.502223,20.697023,20.658129,0.049553,0.049359
0.805,uint8_t,19,batcher,1,0,256,36.474079,36.508622,38.764691,35.735063,38.305184,36.867358,36.763227,0.106465,0.106049
0.857,uint8_t,19,batcher,1,1,256,36.322560,36.362346,39.395357,35.999960,39.121806,36.515679,36.465974,0.124471,0.123985
0.92,uint8_t,19,batcher,1,2,256,40.126642,40.138275,42.477118,39.525852,41.721176,40.494046,40.398856,0.097813,0.097431
0.797,uint8_t,19,batcher,2,0,256,28.402616,28.427352,30.645946,28.050881,29.889373,28.640539,28.587507,0.071260,0.070982
0.793,uint8_t,19,batcher,2,1,256,21.493172,21.494973,22.692760,20.902581,22.014664,21.723464,21.665060,0.029533,0.029417
0.848,uint8_t,19,batcher,2,2,256,21.674108,21.693942,23.661421,21.276563,22.507136,21.892618,21.842289,0.047847,0.047660
1.129,uint8_t,19,balanced,1,0,256,42.557492,42.557199,43.884166,41.818122,43.773896,42.910915,42.799129,0.063711,0.063462
1.092,uint8_t,19,balanced,1,1,256,38.850264,38.870340,41.020508,38.154722,39.811770,39.362745,39.208628,0.097999,0.097617
1.146,uint8_t,19,balanced,1,2,256,69.672265,69.730589,71.957382,68.298692,71.438322,70.784950,70.446372,0.328259,0.326977
1.11,uint8_t,19,balanced,2,0,256,36.881784,36.904875,38.008410,36.038160,37.776997,37.601741,37.378706,0.123204,0.122723
1.105,uint8_t,19,balanced,2,1,256,23.431327,23.484879,25.861621,23.089314,25.430883,23.798841,23.704077,0.101867,0.101469
1.167,uint8_t,19,balanced,2,2,256,22.078930,22.141936,24.803807,21.622419,23.312464,22.639745,22.371039,0.087415,0.087074
1.056,uint8_t,19,bosenelson,1,0,256,41.880515,41.905526,44.175035,40.885530,43.058638,42.365123,42.231668,0.095909,0.095534
1.098,uint8_t,19,bosenelson,1,1,256,41.982661,42.002956,44.326089,41.198312,43.125307,42.382782,42.314690,0.111265,0.110830
1.196,uint8_t,19,bosenelson,1,2,256,64.258239,64.302141,66.454139,63.454393,66.007995,64.862871,64.751293,0.185839,0.185113
1.053,uint8_t,19,bosenelson,2,0,256,38.285697,38.317449,40.505697,37.513058,40.006768,38.849261,38.648975,0.144133,0.143570
1.05,uint8_t,19,bosenelson,2,1,256,21.806779,21.829595,23.696312,21.547854,23.376436,21.951835,21.924122,0.054969,0.054755
1.037,uint8_t,19,bosenelson,2,2,256,19.818378,19.840639,22.765553,19.206274,21.782918,20.318443,20.177548,0.154053,0.153451
0.84,uint8_t,20,bitonic,1,0,256,28.041985,28.076781,30.762561,27.459674,29.620874,28.421756,28.277472,0.093743,0.093377
0.838,uint8_t,20,bitonic,1,1,256,27.795969,27.808298,30.746431,27.293351,29.097057,28.012078,27.956285,0.065171,0.064916
0.979,uint8_t,20,bitonic,1,2,256,36.901618,36.911636,38.043834,35.947018,37.917374,37.457430,37.316177,0.113518,0.113075
0.798,uint8_t,20,bitonic,2,0,256,20.337145,20.371066,23.085862,19.874046,21.209079,20.801445,20.619675,0.080384,0.080070
0.864,uint8_t,20,bitonic,2,1,256,20.006187,20.036664,21.407668,19.615942,20.558251,20.336611,20.251929,0.036353,0.036211
0.909,uint8_t,20,bitonic,2,2,256,20.290854,20.293159,21.047065,19.697484,20.981688,20.774549,20.627973,0.062678,0.062433
0.837,uint8_t,20,oddeven,1,0,256,27.549402,27.560752,31.108326,26.915903,28.407967,27.932560,27.820913,0.105383,0.104972
0.923,uint8_t,20,oddeven,1,1,256,25.694846,25.735976,28.561209,25.151206,27.976972,26.193580,26.088543,0.172358,0.171684
0.967,uint8_t,20,oddeven,1,2,256,40.768545,40.802378,42.027402,40.172043,41.508781,41.150695,41.088270,0.056414,0.056193
0.867,uint8_t,20,oddeven,2,0,256,21.323247,21.336585,22.896573,21.030391,22.744766,21.520245,21.479787,0.047606,0.047420
0.896,uint8_t,20,oddeven,2,1,256,20.292971,20.326610,22.086303,19.560778,21.111639,20.789388,20.650761,0.083284,0.082959
0.902,uint8_t,20,oddeven,2,2,256,21.801111,21.849940,24.234605,21.507701,22.761455,22.290922,21.979209,0.058075,0.057848
0.791,uint8_t,20,batcher,1,0,256,31.866076,31.878126,33.066073,31.468469,32.975647,32.068056,32.014217,0.035602,0.035463
0.877,uint8_t,20,batcher,1,1,256,32.333036,32.357093,34.900700,31.788700,33.287613,32.548329,32.490669,0.058430,0.058202
0.89,uint8_t,20,batcher,1,2,256,40.663385,40.665750,43.170264,39.357917,41.820780,41.204477,40.899474,0.121400,0.120926
0.813,uint8_t,20,batcher,2,0,256,21.539283,21.567292,23.525347,20.931612,23.035060,21.821768,21.760750,0.064944,0.064690
0.861,uint8_t,20,batcher,2,1,256,20.592172,20.623459,23.081304,20.344869,22.129233,20.772620,20.717872,0.071551,0.071271
0.805,uint8_t,20,batcher,2,2,256,21.581368,21.597762,23.292699,21.151525,22.973207,21.830930,21.743857,0.057764,0.057538
1.099,uint8_t,20,balanced,1,0,256,40.649341,40.654291,41.968295,39.930210,41.432017,41.071563,40.953208,0.073521,0.073234
1.132,uint8_t,20,balanced,1,1,256,42.519869,42.511185,45.024995,41.684142,43.498292,42.888284,42.794433,0.092439,0.092078
1.114,uint8_t,20,balanced,1,2,256,69.657841,69.648026,71.219612,68.438403,70.935969,70.355413,70.180728,0.184395,0.183675
1.107,uint8_t,20,balanced,2,0,256,35.236715,35.264552,37.250062,34.699584,36.578501,35.674314,35.570392,0.090349,0.089997
1.151,uint8_t,20,balanced,2,1,256,24.015978,24.058125,28.034577,23.719404,25.238037,24.308618,24.172806,0.116825,0.116368
1.072,uint8_t,20,balanced,2,2,256,24.963114,24.975801,26.453073,23.905142,25.829122,25.627736,25.498614,0.149034,0.148452
1.052,uint8_t,20,bosenelson,1,0,256,45.677211,45.691412,47.280367,45.117885,46.494603,46.080531,45.944898,0.057323,0.057099
1.091,uint8_t,20,bosenelson,1,1,256,43.953667,44.000352,46.845665,42.860950,46.427624,44.480825,44.305419,0.180781,0.180075
1.221,uint8_t,20,bosenelson,1,2,256,64.456237,64.436816,66.784628,62.794619,65.754162,64.920810,64.787217,0.139923,0.139377
1.035,uint8_t,20,bosenelson,2,0,256,43.938727,43.978845,45.830605,42.644639,45.514688,44.306502,44.187975,0.078031,0.077727
1.041,uint8_t,20,bosenelson,2,1,256,19.995966,20.023917,22.882970,19.293077,22.517084,20.539701,20.325458,0.191035,0.190289
1.073,uint8_t,20,bosenelson,2,2,256,21.031800,21.075059,22.749170,20.457138,22.142751,21.611926,21.458126,0.103739,0.103333
0.878,uint8_t,21,bitonic,1,0,256,25.405551,25.449121,29.261629,25.092950,28.468514,25.626091,25.573373,0.162664,0.162029
0.931,uint8_t,21,bitonic,1,1,256,26.948445,26.968513,29.429998,26.435915,28.837049,27.191693,27.134942,0.093052,0.092689
0.993,uint8_t,21,bitonic,1,2,256,37.805399,37.821022,39.639836,37.024739,38.575854,38.138123,38.038085,0.054980,0.054765
0.886,uint8_t,21,bitonic,2,0,256,20.434855,20.464848,21.743036,20.113357,21.570849,20.714427,20.644336,0.036771,0.036627
0.898,uint8_t,21,bitonic,2,1,256,18.763602,18.773070,21.587026,18.013880,20.868636,19.169521,19.085968,0.142606,0.142049
0.937,uint8_t,21,bitonic,2,2,256,18.271062,18.270246,20.329958,17.754940,18.956439,18.602948,18.512777,0.062073,0.061830
0.883,uint8_t,21,oddeven,1,0,256,26.658916,26.681785,28.216476,26.307004,28.078832,26.911313,26.833594,0.050525,0.050328
0.924,uint8_t,21,oddeven,1,1,256,26.193718,26.239075,29.419323,25.783519,28.594975,26.485645,26.405854,0.149239,0.148656
0.963,uint8_t,21,oddeven,1,2,256,37.312392,37.328571,38.703311,36.794400,38.228983,37.674860,37.578111,0.063914,0.063664
0.872,uint8_t,21,oddeven,2,0,256,19.036077,19.062322,20.955863,18.568411,19.777997,19.389511,19.311715,0.050237,0.050041
0.935,uint8_t,21,oddeven,2,1,256,18.974884,18.715806,21.022790,16.087923,20.189865,19.576497,19.454832,0.578988,0.576726
0.906,uint8_t,21,oddeven,2,2,256,18.269661,18.277893,19.058533,17.663638,19.038065,18.592363,18.519665,0.041917,0.041754
0.843,uint8_t,21,batcher,1,0,256,33.006309,33.032012,35.122578,32.419884,34.175570,33.397103,33.289146,0.083420,0.083094
0.913,uint8_t,21,batcher,1,1,256,33.013588,33.031230,35.975408,32.476930,33.794995,33.379141,33.267526,0.076819,0.076519
0.92,uint8_t,21,batcher,1,2,256,38.345827,38.385981,41.148088,37.777421,40.141542,38.682299,38.576113,0.114277,0.113830
0.875,uint8_t,21,batcher,2,0,256,32.714899,32.760343,36.826785,31.958280,34.941889,33.480062,33.270044,0.296292,0.295134
0.827,uint8_t,21,batcher,2,1,256,18.718844,18.734246,20.077644,18.130408,20.046303,19.189609,19.039607,0.086751,0.086412
0.896,uint8_t,21,batcher,2,2,256,17.646433,17.671790,19.697035,16.982053,19.645814,18.157919,18.044610,0.136339,0.135806
1.081,uint8_t,21,balanced,1,0,256,35.916562,35.952234,38.272150,35.390177,37.572239,36.259079,36.186741,0.086728,0.086390
1.171,uint8_t,21,balanced,1,1,256,37.380790,37.396853,39.401662,36.785916,38.071877,37.640574,37.573471,0.042941,0.042774
1.216,uint8_t,21,balanced,1,2,256,65.540781,65.570731,67.906139,64.798144,66.871747,66.108899,65.887992,0.114084,0.113638
1.164,uint8_t,21,balanced,2,0,256,35.732535,35.739672,37.840507,34.946054,37.684809,36.212926,36.105461,0.141314,0.140762
1.161,uint8_t,21,balanced,2,1,256,23.985286,24.011977,25.443800,23.526579,25.250102,24.324440,24.194777,0.057024,0.056802
1.074,uint8_t,21,balanced,2,2,256,21.838490,21.828308,24.576191,20.424042,24.132932,22.420853,22.207033,0.250812,0.249833
1.093,uint8_t,21,bosenelson,1,0,256,51.029126,51.066458,53.139798,50.515073,52.922484,51.379563,51.276511,0.108515,0.108091
1.2,uint8_t,21,bosenelson,1,1,256,54.071800,54.097904,55.937667,53.101362,55.635997,54.523320,54.478864,0.127907,0.127407
1.211,uint8_t,21,bosenelson,1,2,256,62.861209,62.868307,64.099711,61.902832,63.781813,63.571378,63.358006,0.143501,0.142941
1.149,uint8_t,21,bosenelson,2,0,256,50.718520,50.750599,52.142754,49.781894,51.774555,51.373878,51.292732,0.143383,0.142823
1.118,uint8_t,21,bosenelson,2,1,256,23.451582,23.491463,26.036335,23.038294,24.933859,23.687112,23.573650,0.065886,0.065629
1.166,uint8_t,21,bosenelson,2,2,256,21.678726,21.796155,25.483901,21.055965,24.519873,22.303554,22.095669,0.302601,0.301419
0.926,uint8_t,22,bitonic,1,0,256,26.027353,26.041556,29.406921,25.560174,27.282619,26.202343,26.150903,0.083877,0.083550
0.931,uint8_t,22,bitonic,1,1,256,23.284422,23.310283,24.321311,23.125377,23.998234,23.481985,23.407605,0.017391,0.017323
0.998,uint8_t,22,bitonic,1,2,256,37.872578,37.907411,40.085231,37.491233,40.014709,38.202441,38.102568,0.091970,0.091611
0.84,uint8_t,22,bitonic,2,0,256,20.907601,20.939745,24.279600,20.470340,22.276821,21.222016,21.126883,0.089170,0.088822
0.858,uint8_t,22,bitonic,2,1,256,18.217956,18.238498,20.354986,17.794205,19.873494,18.518358,18.458716,0.080963,0.080646
0.933,uint8_t,22,bitonic,2,2,256,18.757530,18.759444,20.891758,18.170687,19.639923,19.091728,19.043051,0.073445,0.073158
0.897,uint8_t,22,oddeven,1,0,256,26.272574,26.291171,27.772920,25.909943,27.686000,26.508521,26.475924,0.053010,0.052803
0.858,uint8_t,22,oddeven,1,1,256,25.015586,25.040450,27.850819,24.789953,26.308654,25.166779,25.095988,0.074106,0.073816
0.971,uint8_t,22,oddeven,1,2,256,37.327150,37.354380,39.141129,36.059371,38.527013,37.722387,37.590998,0.078255,0.077949
0.832,uint8_t,22,oddeven,2,0,256,19.036418,19.038270,19.937530,18.571559,19.704873,19.335651,19.273455,0.036884,0.036740
0.857,uint8_t,22,oddeven,2,1,256,17.588994,17.584633,18.568289,16.851041,18.243372,18.054836,17.976273,0.090005,0.089653
0.859,uint8_t,22,oddeven,2,2,256,17.467267,17.471267,19.473053,16.686592,18.541821,17.978813,17.875108,0.127343,0.126845
0.823,uint8_t,22,batcher,1,0,256,33.323687,33.340197,34.739849,32.823442,33.926679,33.725347,33.631914,0.057431,0.057206
0.918,uint8_t,22,batcher,1,1,256,34.933604,34.958987,37.746057,34.560573,35.413631,35.235509,35.159927,0.057457,0.057233
0.989,uint8_t,22,batcher,1,2,256,39.818789,39.901695,41.916030,39.032929,41.457827,40.569678,40.389073,0.165949,0.165301
0.845,uint8_t,22,batcher,2,0,256,24.563241,24.603677,27.469241,24.064177,26.736189,24.907671,24.756511,0.139327,0.138782
0.843,uint8_t,22,batcher,2,1,256,17.912977,17.954642,20.555105,17.235726,20.023973,18.380136,18.286546,0.158432,0.157813
0.884,uint8_t,22,batcher,2,2,256,18.806676,18.793111,20.314637,17.776886,19.839266,19.295712,19.138841,0.114272,0.113826
1.082,uint8_t,22,balanced,1,0,256,38.837244,38.863343,41.430411,38.226392,40.484939,39.124102,39.071183,0.088914,0.088566
1.089,uint8_t,22,balanced,1,1,256,35.807920,35.798465,38.138424,35.107920,36.622345,36.236118,36.094572,0.093659,0.093293
1.175,uint8_t,22,balanced,1,2,256,65.348876,65.401778,67.647652,64.841769,67.125733,65.861723,65.703916,0.122795,0.122315
1.157,uint8_t,22,balanced,2,0,256,35.487007,35.487438,37.680811,33.096465,37.251420,36.166081,35.974126,0.232000,0.231094
1.081,uint8_t,22,balanced,2,1,256,23.892785,23.960389,25.957569,22.616540,25.572374,25.069975,24.832710,0.379822,0.378339
1.136,uint8_t,22,balanced,2,2,256,23.760429,23.800637,25.540077,22.708999,25.089910,24.652710,24.384380,0.227448,0.226559
1.059,uint8_t,22,bosenelson,1,0,256,48.990371,49.011874,51.403569,48.075311,50.223807,49.594461,49.452724,0.158578,0.157959
1.148,uint8_t,22,bosenelson,1,1,256,49.056024,49.089894,51.787684,48.300988,51.151240,49.620682,49.423800,0.142502,0.141946
1.331,uint8_t,22,bosenelson,1,2,256,68.523983,68.592488,72.786186,67.333266,71.165349,69.307288,69.051081,0.305410,0.304217
1.126,uint8_t,22,bosenelson,2,0,256,53.545479,53.575746,56.637605,52.534255,54.841185,54.164551,54.072663,0.183149,0.182434
1.077,uint8_t,22,bosenelson,2,1,256,23.328401,23.333089,25.010018,22.632522,24.476912,23.508576,23.458891,0.042412,0.042247
1.157,uint8_t,22,bosenelson,2,2,256,22.624312,22.699200,25.443000,22.096458,25.289657,23.182970,22.999453,0.224522,0.223645
0.867,uint8_t,23,bitonic,1,0,256,30.451606,30.483386,33.303885,29.565272,32.187837,30.956258,30.788740,0.135496,0.134967
0.924,uint8_t,23,bitonic,1,1,256,30.350853,30.383854,32.778440,29.555905,32.275279,30.830935,30.700933,0.127554,0.127056
1.034,uint8_t,23,bitonic,1,2,256,39.269524,39.289821,42.467000,37.289683,41.968000,39.722143,39.607676,0.219594,0.218737
0.924,uint8_t,23,bitonic,2,0,256,21.951308,21.984946,23.463163,21.535471,23.246496,22.423286,22.255420,0.068045,0.067780
0.922,uint8_t,23,bitonic,2,1,256,18.730015,18.759204,20.526114,18.187989,20.029571,19.205629,19.110682,0.089664,0.089313
0.9,uint8_t,23,bitonic,2,2,256,18.729162,18.742345,21.094988,18.121916,19.599270,19.151766,19.061590,0.103442,0.103038
0.87,uint8_t,23,oddeven,1,0,256,26.162254,26.189196,28.475079,25.558312,27.383792,26.430022,26.365966,0.060630,0.060393
0.898,uint8_t,23,oddeven,1,1,256,25.166816,25.204135,26.896926,24.930428,26.739740,25.396968,25.329156,0.048744,0.048553
0.988,uint8_t,23,oddeven,1,2,256,39.011042,39.034180,41.009760,38.447616,40.163996,39.376278,39.268158,0.071333,0.071054
0.885,uint8_t,23,oddeven,2,0,256,20.941650,20.980509,23.685485,20.531175,23.063581,21.200067,21.134385,0.108414,0.107990
0.929,uint8_t,23,oddeven,2,1,256,18.609242,18.650178,20.942687,18.003208,19.448780,19.148133,19.002693,0.110333,0.109902
0.878,uint8_t,23,oddeven,2,2,256,18.616987,18.639495,21.017532,17.947786,19.340796,19.118872,18.985566,0.113496,0.113053
0.81,uint8_t,23,batcher,1,0,256,35.414796,35.429399,37.059345,34.873291,35.993115,35.747408,35.674049,0.048046,0.047858
0.913,uint8_t,23,batcher,1,1,256,32.533020,32.565758,34.234144,31.964486,33.580290,33.020461,32.890004,0.081588,0.081270
0.983,uint8_t,23,batcher,1,2,256,40.139404,40.128197,41.775892,39.015024,41.719784,40.546220,40.444154,0.118078,0.117617
0.853,uint8_t,23,batcher,2,0,256,26.896970,26.926731,29.557026,26.110786,29.152618,27.374339,27.250470,0.173076,0.172400
0.915,uint8_t,23,batcher,2,1,256,18.638813,18.665987,21.153829,17.891890,20.228341,19.121895,19.062921,0.132007,0.131491
0.829,uint8_t,23,batcher,2,2,256,18.098542,18.084564,19.149387,17.454235,18.493567,18.391012,18.314660,0.037605,0.037459
1.173,uint8_t,23,balanced,1,0,256,38.856160,38.864049,41.550859,38.228075,39.765708,39.155282,39.068818,0.079187,0.078878
1.086,uint8_t,23,balanced,1,1,256,38.742063,38.750217,41.576764,38.145191,40.619235,39.018298,38.974131,0.106010,0.105596
1.225,uint8_t,23,balanced,1,2,256,65.440337,65.474088,67.993465,64.561468,66.913218,66.042124,65.887918,0.152523,0.151927
1.19,uint8_t,23,balanced,2,0,256,33.248234,33.236417,34.892140,32.429420,34.341774,33.718513,33.585619,0.105237,0.104826
1.182,uint8_t,23,balanced,2,1,256,23.808540,23.857340,27.859294,22.823558,25.223374,24.695226,24.416857,0.279771,0.278678
1.188,uint8_t,23,balanced,2,2,256,24.185037,24.232223,27.912986,23.740590,26.711538,24.508286,24.429028,0.152575,0.151979
1.193,uint8_t,23,bosenelson,1,0,256,55.242568,55.258320,58.199763,54.312814,57.323700,56.024438,55.812889,0.299429,0.298259
1.148,uint8_t,23,bosenelson,1,1,256,55.558467,55.550332,57.633107,54.344445,56.738540,56.135349,55.961519,0.156321,0.155711
1.398,uint8_t,23,bosenelson,1,2,256,71.134372,71.202058,74.711742,69.730760,74.152541,71.764712,71.616521,0.284044,0.282934
1.086,uint8_t,23,bosenelson,2,0,256,55.683054,55.704226,58.075942,54.300654,57.104734,56.408985,56.211293,0.201881,0.201092
1.179,uint8_t,23,bosenelson,2,1,256,24.147131,24.256567,27.048638,23.720860,26.870156,24.899900,24.604373,0.237345,0.236418
1.216,uint8_t,23,bosenelson,2,2,256,24.508232,24.556362,27.471774,24.071340,27.039964,24.868848,24.733739,0.138613,0.138072
0.901,uint8_t,24,bitonic,1,0,256,24.028811,24.078794,27.615773,23.800168,26.996973,24.226236,24.148624,0.159032,0.158411
0.937,uint8_t,24,bitonic,1,1,256,26.755370,26.787953,29.036609,26.171841,28.229723,27.044832,26.909209,0.064343,0.064092
1.05,uint8_t,24,bitonic,1,2,256,38.991487,38.996572,40.541553,38.434363,40.091125,39.350351,39.254048,0.057516,0.057291
0.928,uint8_t,24,bitonic,2,0,256,19.053138,19.084932,22.182466,18.579022,20.380504,19.442167,19.302497,0.089822,0.089471
0.944,uint8_t,24,bitonic,2,1,256,17.549806,17.550585,18.996182,16.434228,18.457656,18.059790,17.924309,0.114779,0.114330
0.889,uint8_t,24,bitonic,2,2,256,17.486428,17.491817,19.190451,16.673820,18.319549,17.953449,17.847886,0.095638,0.095264
0.889,uint8_t,24,oddeven,1,0,256,26.614851,26.642307,28.574876,26.077575,27.895277,26.863263,26.782923,0.052396,0.052191
0.953,uint8_t,24,oddeven,1,1,256,26.658937,26.719453,29.544748,26.376231,29.309282,26.984755,26.874286,0.131206,0.130694
1.021,uint8_t,24,oddeven,1,2,256,39.071708,39.097412,41.817313,38.578572,40.276295,39.481796,39.381897,0.093170,0.092807
0.906,uint8_t,24,oddeven,2,0,256,19.208273,19.202497,20.153307,18.724379,19.843843,19.493454,19.433553,0.041683,0.041520
