compile time(s),type,test_n,algorithm,simd,builtin,n,median,mean,max,min,p99,p95,p90,stddev,variance
0.487,uint8_t,4,bitonic,1,0,64,11.037446,11.164731,13.351043,10.430557,13.351043,12.432152,12.301275,0.485838,0.478247
0.486,uint8_t,4,bitonic,1,1,64,11.029391,11.103459,12.221863,10.482104,12.221863,11.829693,11.748720,0.148449,0.146129
0.489,uint8_t,4,bitonic,1,2,64,11.610174,11.532789,12.757173,10.500778,12.757173,12.171824,12.027341,0.238170,0.234449
0.494,uint8_t,4,bitonic,2,0,64,11.647472,11.676826,15.652010,10.727499,15.652010,12.174023,12.087132,0.412047,0.405609
0.484,uint8_t,4,bitonic,2,1,64,10.598844,10.821507,13.620054,10.431011,13.620054,11.772151,11.451288,0.308014,0.303201
0.484,uint8_t,4,bitonic,2,2,64,11.426388,11.376470,12.317489,10.684523,12.317489,12.099420,11.993974,0.188967,0.186015
0.484,uint8_t,4,oddeven,1,0,64,11.386580,11.381820,12.169801,10.761048,12.169801,11.936781,11.622181,0.068354,0.067286
0.496,uint8_t,4,oddeven,1,1,64,11.302272,11.272997,11.965023,10.685643,11.965023,11.612844,11.543374,0.055096,0.054235
0.506,uint8_t,4,oddeven,1,2,64,11.517194,11.527357,12.083649,11.133866,12.083649,11.818872,11.695242,0.028439,0.027995
0.484,uint8_t,4,oddeven,2,0,64,11.415273,11.406349,12.148857,10.732387,12.148857,11.979702,11.790629,0.083319,0.082018
0.5,uint8_t,4,oddeven,2,1,64,11.500026,11.530164,13.749187,11.089196,13.749187,12.020644,11.853617,0.153570,0.151170
0.489,uint8_t,4,oddeven,2,2,64,11.445394,11.478334,12.121110,10.820797,12.121110,11.859358,11.808186,0.056380,0.055499
0.515,uint8_t,4,batcher,1,0,64,11.522006,11.543752,13.040099,11.039705,13.040099,11.919256,11.840802,0.089334,0.087938
0.511,uint8_t,4,batcher,1,1,64,11.275742,11.348595,13.480989,10.580498,13.480989,11.850167,11.745241,0.168849,0.166211
0.514,uint8_t,4,batcher,1,2,64,11.652626,11.634180,12.153551,11.242726,12.153551,11.984647,11.896039,0.043578,0.042897
0.518,uint8_t,4,batcher,2,0,64,11.709335,11.755083,13.404322,11.263793,13.404322,12.348783,12.164930,0.131456,0.129402
0.496,uint8_t,4,batcher,2,1,64,11.341667,11.367706,12.028442,10.913493,12.028442,11.858686,11.736095,0.059906,0.058970
0.492,uint8_t,4,batcher,2,2,64,11.277413,11.320624,11.921566,11.027057,11.921566,11.648026,11.593348,0.040928,0.040289
0.521,uint8_t,4,balanced,1,0,64,11.319544,11.312449,11.923859,10.666579,11.923859,11.670419,11.573316,0.053415,0.052580
0.496,uint8_t,4,balanced,1,1,64,11.697259,11.756136,13.525801,11.266489,13.525801,12.313439,12.205511,0.122428,0.120515
0.523,uint8_t,4,balanced,1,2,64,11.358070,11.420176,13.384295,10.673433,13.384295,11.986893,11.929462,0.183236,0.180373
0.488,uint8_t,4,balanced,2,0,64,11.513088,11.564437,13.078698,10.891748,13.078698,12.201678,11.992308,0.139061,0.136888
0.498,uint8_t,4,balanced,2,1,64,11.748851,11.843911,16.696623,11.173086,16.696623,12.780648,12.296405,0.537893,0.529488
0.503,uint8_t,4,balanced,2,2,64,11.659687,11.659676,13.051525,10.828382,13.051525,12.200637,12.166330,0.141687,0.139473
0.528,uint8_t,4,bosenelson,1,0,64,11.689727,11.727696,14.378644,11.166852,14.378644,12.138366,12.071008,0.204598,0.201402
0.507,uint8_t,4,bosenelson,1,1,64,11.386725,11.389698,11.919213,10.997303,11.919213,11.856285,11.727327,0.054853,0.053996
0.525,uint8_t,4,bosenelson,1,2,64,10.869887,10.896427,12.638137,10.558811,12.638137,11.166921,11.086520,0.084459,0.083140
0.528,uint8_t,4,bosenelson,2,0,64,11.820315,11.861901,13.355228,11.042624,13.355228,12.314099,12.188519,0.105406,0.103759
0.494,uint8_t,4,bosenelson,2,1,64,11.756907,11.768146,13.363252,11.160617,13.363252,12.229382,12.201097,0.116356,0.114538
0.492,uint8_t,4,bosenelson,2,2,64,11.818650,11.753278,12.112675,10.849130,12.112675,12.045147,11.984224,0.052346,0.051528
0.508,uint8_t,5,bitonic,1,0,64,14.019132,13.977160,14.505567,13.088969,14.505567,14.315530,14.271528,0.062933,0.061950
0.507,uint8_t,5,bitonic,1,1,64,14.143171,14.114251,16.278954,13.295941,16.278954,14.617219,14.428771,0.163057,0.160510
0.549,uint8_t,5,bitonic,1,2,64,14.353106,14.352510,14.820032,13.857516,14.820032,14.728621,14.609783,0.049911,0.049131
0.533,uint8_t,5,bitonic,2,0,64,14.357353,14.351193,15.413880,13.684960,15.413880,14.735316,14.696717,0.070983,0.069874
0.517,uint8_t,5,bitonic,2,1,64,14.480889,14.565147,19.249546,13.659980,19.249546,15.453651,14.887476,0.506075,0.498167
0.515,uint8_t,5,bitonic,2,2,64,14.104851,14.156025,15.891657,13.474426,15.891657,15.148627,14.530547,0.183732,0.180861
0.548,uint8_t,5,oddeven,1,0,64,13.374814,13.475177,14.440283,12.898499,14.440283,14.184675,14.096564,0.168097,0.165470
0.551,uint8_t,5,oddeven,1,1,64,13.424588,13.517591,15.452100,12.931887,15.452100,14.309544,14.126322,0.209302,0.206032
0.546,uint8_t,5,oddeven,1,2,64,12.987032,12.981799,14.500200,12.407467,14.500200,13.640047,13.457108,0.150382,0.148032
0.529,uint8_t,5,oddeven,2,0,64,13.409348,13.513995,15.797945,12.749783,15.797945,14.748749,14.148640,0.294553,0.289950
0.548,uint8_t,5,oddeven,2,1,64,13.347383,13.519922,14.943976,12.948814,14.943976,14.458354,14.352990,0.256449,0.252442
0.513,uint8_t,5,oddeven,2,2,64,13.249464,13.427226,19.264325,12.828498,19.264325,13.757473,13.666244,0.800231,0.787728
0.51,uint8_t,5,batcher,1,0,64,13.767627,13.734356,14.930437,12.737359,14.930437,14.529088,14.266842,0.242157,0.238373
0.546,uint8_t,5,batcher,1,1,64,14.197708,14.248495,19.096887,13.700686,19.096887,14.530706,14.522091,0.430012,0.423293
0.513,uint8_t,5,batcher,1,2,64,14.398692,14.440904,19.534979,13.819771,19.534979,14.728610,14.677350,0.476581,0.469134
0.51,uint8_t,5,batcher,2,0,64,14.398468,14.378715,14.975607,13.645222,14.975607,14.720599,14.645810,0.057572,0.056672
0.541,uint8_t,5,batcher,2,1,64,14.205860,14.144658,16.239041,13.137711,16.239041,14.719441,14.607854,0.197601,0.194514
0.542,uint8_t,5,batcher,2,2,64,13.808461,13.764218,15.142335,12.920559,15.142335,14.471383,14.150622,0.151171,0.148809
0.559,uint8_t,5,balanced,1,0,64,23.058480,23.181369,26.429223,22.580809,26.429223,23.749985,23.628568,0.346221,0.340812
0.562,uint8_t,5,balanced,1,1,64,22.229082,22.239153,24.732281,21.486516,24.732281,22.610120,22.489461,0.167431,0.164815
0.526,uint8_t,5,balanced,1,2,64,21.845466,21.894635,24.361117,21.500524,24.361117,22.392962,22.223200,0.159469,0.156978
0.518,uint8_t,5,balanced,2,0,64,23.107398,23.116086,24.366161,22.325821,24.366161,23.362261,23.312193,0.068562,0.067491
0.549,uint8_t,5,balanced,2,1,64,22.044384,22.028049,22.573634,21.386542,22.573634,22.394514,22.343184,0.060271,0.059329
0.54,uint8_t,5,balanced,2,2,64,22.103794,22.095177,22.645949,21.469442,22.645949,22.563717,22.525636,0.070786,0.069680
0.522,uint8_t,5,bosenelson,1,0,64,13.768293,13.825300,14.673752,13.487156,14.673752,14.230480,14.184418,0.069470,0.068385
0.543,uint8_t,5,bosenelson,1,1,64,13.197906,13.215969,13.784695,12.469936,13.784695,13.598068,13.569350,0.060465,0.059520
0.551,uint8_t,5,bosenelson,1,2,64,13.332352,13.344901,15.544672,12.872351,15.544672,13.723533,13.645429,0.140406,0.138213
0.544,uint8_t,5,bosenelson,2,0,64,13.852852,13.864420,14.374986,13.520558,14.374986,14.213940,14.112320,0.037694,0.037105
0.526,uint8_t,5,bosenelson,2,1,64,13.732824,13.825551,15.360053,13.442503,15.360053,14.493940,14.359585,0.142573,0.140345
0.508,uint8_t,5,bosenelson,2,2,64,13.908418,13.893425,14.649477,12.948594,14.649477,14.306180,14.252007,0.074891,0.073721
0.523,uint8_t,6,bitonic,1,0,64,13.352276,13.357854,14.084895,12.757211,14.084895,13.786393,13.735349,0.072085,0.070958
0.555,uint8_t,6,bitonic,1,1,64,13.728838,13.766453,15.966132,13.357243,15.966132,14.121541,14.026464,0.120448,0.118566
0.534,uint8_t,6,bitonic,1,2,64,13.571377,13.582897,13.988331,13.372672,13.988331,13.839843,13.762039,0.015998,0.015749
0.513,uint8_t,6,bitonic,2,0,64,13.265576,13.311790,13.856651,12.889997,13.856651,13.768586,13.634748,0.057215,0.056321
0.554,uint8_t,6,bitonic,2,1,64,13.533934,13.529779,13.700350,13.397228,13.700350,13.629439,13.603282,0.004203,0.004138
0.513,uint8_t,6,bitonic,2,2,64,13.332891,13.357773,15.228635,12.821818,15.228635,13.811071,13.746452,0.130328,0.128292
0.514,uint8_t,6,oddeven,1,0,64,12.977745,12.990981,13.330035,12.761490,13.330035,13.269224,13.243916,0.025736,0.025334
0.509,uint8_t,6,oddeven,1,1,64,13.565553,13.611305,15.228475,13.251322,15.228475,13.817641,13.736590,0.063679,0.062684
0.509,uint8_t,6,oddeven,1,2,64,12.890967,12.916975,15.122705,12.575958,15.122705,13.091098,13.073056,0.097880,0.096351
0.547,uint8_t,6,oddeven,2,0,64,13.342625,13.320580,13.768498,12.861627,13.768498,13.636240,13.587842,0.042646,0.041979
0.529,uint8_t,6,oddeven,2,1,64,13.532221,13.568707,13.956528,13.420296,13.956528,13.737259,13.720079,0.009576,0.009426
0.509,uint8_t,6,oddeven,2,2,64,13.360041,13.351183,15.069758,12.780213,15.069758,13.827297,13.657482,0.104891,0.103252
0.507,uint8_t,6,batcher,1,0,64,14.209208,14.248546,17.106833,13.655621,17.106833,14.544620,14.493090,0.180611,0.177788
0.534,uint8_t,6,batcher,1,1,64,14.427394,14.488594,16.647144,14.117315,16.647144,14.923484,14.664433,0.109572,0.107860
0.549,uint8_t,6,batcher,1,2,64,14.638719,14.651969,15.214440,14.115992,15.214440,15.010976,14.924161,0.037460,0.036875
0.515,uint8_t,6,batcher,2,0,64,14.061860,14.085671,14.675677,13.709729,14.675677,14.419326,14.336187,0.039736,0.039115
0.548,uint8_t,6,batcher,2,1,64,14.611392,14.619827,15.565330,13.814181,15.565330,15.036142,14.878354,0.065583,0.064558
0.539,uint8_t,6,batcher,2,2,64,14.631319,14.620732,15.057439,14.216757,15.057439,14.917678,14.841242,0.032412,0.031905
0.54,uint8_t,6,balanced,1,0,64,22.765225,22.822890,25.330898,22.207882,25.330898,23.335431,23.092160,0.176585,0.173826
0.55,uint8_t,6,balanced,1,1,64,22.796375,22.800215,23.380867,22.309646,23.380867,23.207714,23.098156,0.057912,0.057007
0.539,uint8_t,6,balanced,1,2,64,21.389733,21.349539,21.928905,20.623550,21.928905,21.711356,21.654491,0.076134,0.074944
0.528,uint8_t,6,balanced,2,0,64,22.759257,22.822789,26.918382,21.779665,26.918382,23.335037,23.142013,0.375842,0.369970
0.549,uint8_t,6,balanced,2,1,64,21.811506,21.839206,22.904283,21.314333,22.904283,22.302537,22.227300,0.093752,0.092287
0.547,uint8_t,6,balanced,2,2,64,21.616670,21.663475,25.621689,20.726515,25.621689,22.054018,21.958442,0.410482,0.404068
0.521,uint8_t,6,bosenelson,1,0,64,13.682438,13.706251,14.249222,13.147472,14.249222,14.093184,14.009315,0.039778,0.039157
0.507,uint8_t,6,bosenelson,1,1,64,13.267876,13.296422,14.213069,12.753732,14.213069,13.702958,13.552462,0.053573,0.052735
0.523,uint8_t,6,bosenelson,1,2,64,12.915992,12.989004,17.229563,12.505755,17.229563,13.331439,13.165963,0.330502,0.325338
0.507,uint8_t,6,bosenelson,2,0,64,12.928993,12.904297,13.220641,12.451102,13.220641,13.159699,13.123363,0.029341,0.028883
0.54,uint8_t,6,bosenelson,2,1,64,13.730358,13.723536,14.389723,13.114463,14.389723,14.149495,14.072631,0.068941,0.067864
0.547,uint8_t,6,bosenelson,2,2,64,13.343246,13.425555,18.193251,12.837831,18.193251,13.862206,13.769035,0.434558,0.427768
0.519,uint8_t,7,bitonic,1,0,64,14.243127,14.267295,14.800737,13.811785,14.800737,14.652248,14.539054,0.045056,0.044352
0.567,uint8_t,7,bitonic,1,1,64,13.401503,13.412383,14.064851,12.801218,14.064851,13.900073,13.744662,0.070089,0.068994
0.563,uint8_t,7,bitonic,1,2,64,13.379423,13.408787,13.988743,12.928073,13.988743,13.809196,13.714373,0.049895,0.049115
0.521,uint8_t,7,bitonic,2,0,64,13.478550,13.537026,14.332327,13.141238,14.332327,14.067576,13.976851,0.076475,0.075280
0.524,uint8_t,7,bitonic,2,1,64,13.923600,13.945413,14.571954,13.535408,14.571954,14.339140,14.280152,0.055596,0.054727
0.513,uint8_t,7,bitonic,2,2,64,13.699370,13.731177,16.482467,13.165401,16.482467,14.045713,13.983735,0.167306,0.164692
0.546,uint8_t,7,oddeven,1,0,64,14.281139,14.306344,14.944029,13.895264,14.944029,14.788369,14.667245,0.052903,0.052076
0.529,uint8_t,7,oddeven,1,1,64,14.223504,14.244413,16.382546,13.843037,16.382546,14.473125,14.373267,0.092206,0.090765
0.519,uint8_t,7,oddeven,1,2,64,14.273380,14.299035,14.927510,13.911687,14.927510,14.554529,14.508574,0.029648,0.029185
0.52,uint8_t,7,oddeven,2,0,64,13.892342,13.910339,17.029177,13.379849,17.029177,14.346292,14.146915,0.207048,0.203813
0.518,uint8_t,7,oddeven,2,1,64,14.298314,14.409088,20.903205,13.208291,20.903205,14.768863,14.708871,0.773047,0.760968
0.527,uint8_t,7,oddeven,2,2,64,14.231568,14.257706,15.458516,13.803377,15.458516,14.676365,14.501028,0.060029,0.059091
0.516,uint8_t,7,batcher,1,0,64,13.943465,14.032840,19.172990,13.443878,19.172990,14.403461,14.363707,0.491541,0.483860
0.544,uint8_t,7,batcher,1,1,64,13.894915,13.896021,14.418889,13.430323,14.418889,14.266185,14.182698,0.049959,0.049179
0.519,uint8_t,7,batcher,1,2,64,13.908045,13.961716,16.250389,13.462833,16.250389,14.300515,14.236279,0.207267,0.204028
0.553,uint8_t,7,batcher,2,0,64,14.196522,14.181981,14.481977,13.958778,14.481977,14.364515,14.330716,0.012890,0.012689
0.532,uint8_t,7,batcher,2,1,64,14.169053,14.215285,15.814230,13.965804,15.814230,14.458896,14.367074,0.058202,0.057293
0.55,uint8_t,7,batcher,2,2,64,13.537405,13.551427,14.222509,13.016113,14.222509,13.926817,13.859642,0.047465,0.046723
0.557,uint8_t,7,balanced,1,0,64,23.702200,23.683939,24.655579,23.034490,24.655579,24.224692,24.108221,0.105900,0.104246
0.518,uint8_t,7,balanced,1,1,64,24.620818,24.619812,25.398982,23.581109,25.398982,25.206551,25.004940,0.106519,0.104855
0.527,uint8_t,7,balanced,1,2,64,23.610079,23.676145,28.787507,22.972443,28.787507,24.110924,24.071025,0.511911,0.503912
0.544,uint8_t,7,balanced,2,0,64,23.692714,23.743046,27.644991,22.681948,27.644991,24.446398,24.020802,0.359854,0.354231
0.552,uint8_t,7,balanced,2,1,64,23.652050,23.635218,24.765425,22.888399,24.765425,24.194883,24.061033,0.111940,0.110191
0.529,uint8_t,7,balanced,2,2,64,23.712697,23.772437,28.232312,23.040518,28.232312,24.179208,24.140180,0.423139,0.416528
0.521,uint8_t,7,bosenelson,1,0,64,15.339340,15.463344,21.070105,15.033545,21.070105,15.769513,15.674327,0.612261,0.602694
0.543,uint8_t,7,bosenelson,1,1,64,14.833385,14.922079,20.134690,14.003570,20.134690,15.571786,15.189765,0.552897,0.544258
0.516,uint8_t,7,bosenelson,1,2,64,15.793205,15.771181,16.586536,15.011456,16.586536,16.321277,16.161729,0.113345,0.111574
0.523,uint8_t,7,bosenelson,2,0,64,15.722193,15.695494,16.555254,14.996616,16.555254,16.201764,16.097241,0.107309,0.105632
0.527,uint8_t,7,bosenelson,2,1,64,14.824875,14.816856,15.290599,14.316055,15.290599,15.129683,15.058269,0.038133,0.037537
0.547,uint8_t,7,bosenelson,2,2,64,15.242978,15.219448,15.795221,14.368721,15.795221,15.558227,15.440457,0.053686,0.052847
0.551,uint8_t,8,bitonic,1,0,64,16.521632,16.560635,17.952318,15.401482,17.952318,16.951489,16.804887,0.084686,0.083363
0.545,uint8_t,8,bitonic,1,1,64,16.542244,16.622197,17.541249,16.261124,17.541249,17.207117,16.964618,0.076283,0.075091
0.508,uint8_t,8,bitonic,1,2,64,14.921552,14.989819,19.842136,14.436510,19.842136,15.350709,15.157434,0.496957,0.489192
0.54,uint8_t,8,bitonic,2,0,64,15.765550,15.766339,16.186796,15.317902,16.186796,16.051816,16.031284,0.028797,0.028347
0.524,uint8_t,8,bitonic,2,1,64,16.090783,16.163678,19.283236,15.509320,19.283236,16.723081,16.528315,0.261528,0.257442
0.521,uint8_t,8,bitonic,2,2,64,16.566081,16.606539,17.486461,16.141071,17.486461,17.076168,16.952688,0.064257,0.063253
0.511,uint8_t,8,oddeven,1,0,64,18.379667,18.386515,19.462472,17.696647,19.462472,18.724706,18.639357,0.060563,0.059616
0.521,uint8_t,8,oddeven,1,1,64,18.497851,18.537530,19.162797,17.560175,19.162797,19.007331,18.917567,0.093154,0.091699
0.522,uint8_t,8,oddeven,1,2,64,19.322139,19.293918,20.548430,17.812923,20.548430,19.727904,19.637827,0.117302,0.115469
0.536,uint8_t,8,oddeven,2,0,64,19.387910,19.395454,20.607708,18.926013,20.607708,19.699263,19.604612,0.056928,0.056038
0.521,uint8_t,8,oddeven,2,1,64,18.397019,18.432018,19.051262,17.831950,19.051262,18.813076,18.721132,0.052317,0.051499
0.555,uint8_t,8,oddeven,2,2,64,18.395972,18.377313,18.787649,17.727345,18.787649,18.710363,18.642291,0.049191,0.048422
0.521,uint8_t,8,batcher,1,0,64,18.380504,18.382722,19.573589,17.729969,19.573589,18.742410,18.663833,0.075069,0.073896
0.516,uint8_t,8,batcher,1,1,64,18.493251,18.474880,19.617374,17.835074,19.617374,18.843915,18.736654,0.080227,0.078973
0.517,uint8_t,8,batcher,1,2,64,18.459019,18.445565,18.876921,17.937287,18.876921,18.727228,18.663908,0.032134,0.031632
0.516,uint8_t,8,batcher,2,0,64,19.313887,19.343720,20.897809,18.886869,20.897809,19.711887,19.581036,0.098009,0.096478
0.55,uint8_t,8,batcher,2,1,64,19.108956,19.011060,19.588036,17.793429,19.588036,19.497890,19.446521,0.148380,0.146062
0.564,uint8_t,8,batcher,2,2,64,18.841215,18.808485,19.302870,18.186659,19.302870,19.178718,19.088869,0.058499,0.057585
0.569,uint8_t,8,balanced,1,0,64,17.082685,17.342698,21.872793,16.545242,21.872793,18.701225,18.061213,0.691660,0.680853
0.521,uint8_t,8,balanced,1,1,64,18.699290,18.863069,23.656310,17.767879,23.656310,19.782098,19.492427,0.565293,0.556460
0.519,uint8_t,8,balanced,1,2,64,17.782156,17.794842,18.853546,16.522740,18.853546,18.514155,18.394816,0.168349,0.165719
0.527,uint8_t,8,balanced,2,0,64,15.918017,16.058285,19.805825,15.611670,19.805825,16.438256,16.314828,0.371058,0.365260
0.516,uint8_t,8,balanced,2,1,64,16.920942,16.909735,17.553827,16.191461,17.553827,17.355323,17.234989,0.073929,0.072773
0.553,uint8_t,8,balanced,2,2,64,17.015145,17.077870,18.953671,16.711404,18.953671,17.547494,17.386913,0.100193,0.098628
0.523,uint8_t,8,bosenelson,1,0,64,18.071315,18.160847,21.589859,17.361726,21.589859,18.903906,18.652311,0.304638,0.299878
0.521,uint8_t,8,bosenelson,1,1,64,18.171477,18.499988,20.968200,17.374827,20.968200,20.312987,19.928739,0.743983,0.732358
0.521,uint8_t,8,bosenelson,1,2,64,18.689036,18.820981,20.183434,17.718314,20.183434,20.008767,19.903201,0.559662,0.550917
0.617,uint8_t,8,bosenelson,2,0,64,18.099092,18.075567,18.955471,17.308361,18.955471,18.563675,18.417312,0.104910,0.103271
0.519,uint8_t,8,bosenelson,2,1,64,18.935038,18.928379,20.039902,18.047598,20.039902,19.557673,19.245020,0.094141,0.092670
0.559,uint8_t,8,bosenelson,2,2,64,18.895701,18.838485,19.349416,17.443666,19.349416,19.207829,19.102538,0.086620,0.085267
0.562,uint8_t,9,bitonic,1,0,64,17.563751,17.568171,19.524582,17.129754,19.524582,17.781500,17.698606,0.080047,0.078796
0.57,uint8_t,9,bitonic,1,1,64,17.451979,17.441802,17.667144,17.024744,17.667144,17.624168,17.592825,0.016097,0.015846
0.587,uint8_t,9,bitonic,1,2,64,17.460152,17.555964,21.031190,17.256266,21.031190,17.919458,17.623269,0.251858,0.247923
0.549,uint8_t,9,bitonic,2,0,64,17.302661,17.272201,17.494940,16.767275,17.494940,17.439214,17.418001,0.017724,0.017447
0.592,uint8_t,9,bitonic,2,1,64,16.720648,16.687106,17.302706,15.917630,17.302706,17.053358,16.977289,0.061505,0.060544
0.589,uint8_t,9,bitonic,2,2,64,17.223953,17.206562,17.400219,16.844525,17.400219,17.325224,17.309421,0.009889,0.009734
0.602,uint8_t,9,oddeven,1,0,64,18.127973,18.143618,19.513063,17.907296,19.513063,18.324892,18.271582,0.042812,0.042143
0.628,uint8_t,9,oddeven,1,1,64,18.060587,18.059078,18.285148,17.733959,18.285148,18.243707,18.207308,0.013206,0.013000
0.619,uint8_t,9,oddeven,1,2,64,18.125984,18.115756,18.571750,17.792869,18.571750,18.304007,18.238508,0.017576,0.017302
0.6,uint8_t,9,oddeven,2,0,64,16.986371,16.969687,17.386274,16.405664,17.386274,17.344751,17.289844,0.061848,0.060882
0.618,uint8_t,9,oddeven,2,1,64,17.519538,17.568178,20.291053,17.204628,20.291053,17.880044,17.733788,0.148027,0.145715
0.591,uint8_t,9,oddeven,2,2,64,17.016436,17.102986,19.222692,15.926048,19.222692,17.916294,17.591693,0.317950,0.312982
0.561,uint8_t,9,batcher,1,0,64,16.644801,16.660862,17.388660,16.334130,17.388660,16.968244,16.886419,0.040476,0.039844
0.581,uint8_t,9,batcher,1,1,64,17.446368,17.425980,17.923350,17.046415,17.923350,17.713294,17.666727,0.037619,0.037031
0.581,uint8_t,9,batcher,1,2,64,17.450114,17.455404,17.903204,17.160202,17.903204,17.701360,17.651032,0.021904,0.021561
0.548,uint8_t,9,batcher,2,0,64,17.415016,17.429187,18.492089,16.921814,18.492089,17.742723,17.683242,0.051596,0.050790
0.561,uint8_t,9,batcher,2,1,64,17.420098,17.411247,17.973231,16.651580,17.973231,17.773765,17.667339,0.047450,0.046709
0.593,uint8_t,9,batcher,2,2,64,17.460609,17.463401,18.593146,16.767930,18.593146,17.941178,17.875509,0.090378,0.088966
0.635,uint8_t,9,balanced,1,0,64,18.558624,18.496757,18.951211,18.012728,18.951211,18.826211,18.746251,0.051340,0.050538
0.612,uint8_t,9,balanced,1,1,64,17.616607,17.653932,21.527336,17.034627,21.527336,18.082353,18.000954,0.317267,0.312309
0.649,uint8_t,9,balanced,1,2,64,17.667596,17.794052,24.311704,16.895165,24.311704,18.312850,18.146527,0.842838,0.829668
0.636,uint8_t,9,balanced,2,0,64,15.289684,15.336550,16.166954,15.021421,16.166954,15.703884,15.553218,0.036637,0.036065
0.602,uint8_t,9,balanced,2,1,64,16.655786,16.668877,18.313048,15.943985,18.313048,17.261861,17.155533,0.153592,0.151192
0.651,uint8_t,9,balanced,2,2,64,16.568696,16.595752,18.026903,15.917628,18.026903,17.236399,16.961583,0.114221,0.112436
0.572,uint8_t,9,bosenelson,1,0,64,18.258308,18.287599,20.184696,17.626122,20.184696,18.726471,18.591884,0.117354,0.115521
0.594,uint8_t,9,bosenelson,1,1,64,18.260976,18.236923,18.752934,17.215965,18.752934,18.617565,18.600924,0.077172,0.075967
0.608,uint8_t,9,bosenelson,1,2,64,18.656958,18.690692,20.118517,18.065566,20.118517,19.173953,19.063200,0.125591,0.123629
0.597,uint8_t,9,bosenelson,2,0,64,17.699651,17.707159,18.125076,17.350962,18.125076,18.060766,17.968920,0.032129,0.031627
0.608,uint8_t,9,bosenelson,2,1,64,16.658644,16.687378,18.343282,16.115325,18.343282,17.581817,17.104025,0.152171,0.149793
0.619,uint8_t,9,bosenelson,2,2,64,17.116123,17.106219,17.744514,16.470382,17.744514,17.546357,17.518841,0.082407,0.081120
0.573,uint8_t,10,bitonic,1,0,64,18.126297,18.117669,18.411261,17.702929,18.411261,18.318161,18.276470,0.016408,0.016152
0.601,uint8_t,10,bitonic,1,1,64,18.194971,18.241990,21.421231,17.901644,21.421231,18.344997,18.301361,0.173892,0.171175
0.599,uint8_t,10,bitonic,1,2,64,17.190625,17.185292,17.899755,16.643434,17.899755,17.540213,17.427664,0.050710,0.049918
0.59,uint8_t,10,bitonic,2,0,64,16.447956,16.510402,18.294265,15.906398,18.294265,17.182361,16.822947,0.168419,0.165788
0.58,uint8_t,10,bitonic,2,1,64,16.668553,16.667219,17.114395,16.266996,17.114395,16.950581,16.874318,0.031823,0.031325
0.621,uint8_t,10,bitonic,2,2,64,16.951363,16.979338,17.817613,16.444708,17.817613,17.452188,17.306064,0.070753,0.069647
0.584,uint8_t,10,oddeven,1,0,64,18.206780,18.242573,19.791800,17.787284,19.791800,18.508708,18.433473,0.103510,0.101892
0.624,uint8_t,10,oddeven,1,1,64,18.616042,18.623410,19.057970,18.282804,19.057970,18.871984,18.845736,0.025004,0.024613
0.61,uint8_t,10,oddeven,1,2,64,18.712710,18.716913,19.149354,18.522638,19.149354,18.861337,18.845105,0.011194,0.011019
0.573,uint8_t,10,oddeven,2,0,64,17.732682,17.726707,18.780182,17.025230,18.780182,18.495501,18.261883,0.153439,0.151042
0.581,uint8_t,10,oddeven,2,1,64,16.589550,16.584919,17.978392,15.884956,17.978392,17.001704,16.901785,0.100046,0.098482
0.579,uint8_t,10,oddeven,2,2,64,17.311202,17.345732,19.816090,16.469171,19.816090,18.002913,17.865560,0.233329,0.229684
0.585,uint8_t,10,batcher,1,0,64,18.032425,18.101898,22.185488,17.758198,22.185488,18.347288,18.213305,0.289037,0.284521
0.565,uint8_t,10,batcher,1,1,64,17.278119,17.309701,19.433276,16.863776,19.433276,17.578373,17.500604,0.114157,0.112373
0.574,uint8_t,10,batcher,1,2,64,18.087001,18.179734,22.074499,17.788336,22.074499,18.510057,18.274712,0.322079,0.317046
0.577,uint8_t,10,batcher,2,0,64,17.505869,17.518704,18.137763,16.979872,18.137763,17.818641,17.770925,0.043972,0.043285
0.598,uint8_t,10,batcher,2,1,64,17.473797,17.472204,17.792983,17.105790,17.792983,17.689972,17.652054,0.019002,0.018706
0.562,uint8_t,10,batcher,2,2,64,17.438689,17.451338,18.620497,17.045762,18.620497,17.694498,17.651111,0.051570,0.050764
0.635,uint8_t,10,balanced,1,0,64,17.264781,17.233946,17.816315,16.224054,17.816315,17.728518,17.657394,0.089644,0.088243
0.606,uint8_t,10,balanced,1,1,64,18.286482,18.315819,18.965781,17.678984,18.965781,18.674608,18.601229,0.058023,0.057117
0.658,uint8_t,10,balanced,1,2,64,18.339104,18.360545,19.063600,17.883186,19.063600,18.775961,18.679083,0.055390,0.054524
0.596,uint8_t,10,balanced,2,0,64,15.339010,15.433358,18.064784,15.076285,18.064784,15.875069,15.686137,0.195215,0.192165
0.639,uint8_t,10,balanced,2,1,64,17.074462,17.083465,18.306782,16.432150,18.306782,17.716610,17.600570,0.128991,0.126976
0.658,uint8_t,10,balanced,2,2,64,16.657133,16.668274,18.653622,15.196801,18.653622,17.398510,17.186192,0.241892,0.238113
0.611,uint8_t,10,bosenelson,1,0,64,18.318286,18.330895,20.676564,17.765173,20.676564,18.762215,18.619481,0.147887,0.145576
