compile time(s),type,test_n,algorithm,simd,builtin,n,median,mean,max,min,p99,p95,p90,stddev,variance
0.851,uint8_t,32,batcher,1,0,64,26.262220,26.227564,27.230630,25.149699,27.230630,26.678178,26.596910,0.121150,0.119257
0.846,uint8_t,32,batcher,1,1,64,24.046366,24.074483,25.530417,23.839222,25.530417,24.285286,24.221127,0.050414,0.049626
0.951,uint8_t,32,batcher,1,2,64,34.117481,34.169316,36.902104,33.668220,36.902104,34.444315,34.357471,0.200780,0.197642
0.841,uint8_t,32,batcher,2,0,64,19.642878,19.654744,19.824961,19.281017,19.824961,19.810736,19.799459,0.008283,0.008154
0.905,uint8_t,32,batcher,2,1,64,15.928587,15.986982,16.932509,15.692608,16.932509,16.366750,16.229870,0.054408,0.053558
0.854,uint8_t,32,batcher,2,2,64,16.759727,16.827923,18.438931,16.316262,18.438931,17.623771,17.151702,0.134150,0.132054
1.186,uint8_t,32,balanced,1,0,64,32.229548,32.267228,34.168872,31.820287,34.168872,32.588912,32.504129,0.109763,0.108048
1.164,uint8_t,32,balanced,1,1,64,32.634348,32.635584,33.208231,32.139057,33.208231,33.115013,32.976404,0.076213,0.075022
1.227,uint8_t,32,balanced,1,2,64,33.233119,33.286320,34.519108,32.800340,34.519108,33.787134,33.644591,0.078147,0.076926
1.24,uint8_t,32,balanced,2,0,64,22.178196,22.175807,22.653523,21.701054,22.653523,22.560049,22.483394,0.047774,0.047027
1.22,uint8_t,32,balanced,2,1,64,18.980914,18.973552,19.811758,18.720885,19.811758,19.192843,19.112146,0.024801,0.024413
1.161,uint8_t,32,balanced,2,2,64,17.933037,17.974186,18.634854,17.681378,18.634854,18.399568,18.263007,0.037680,0.037091
1.353,uint8_t,32,bosenelson,1,0,64,68.880243,68.943767,71.024725,68.426819,71.024725,69.380476,69.178514,0.172758,0.170058
1.458,uint8_t,32,bosenelson,1,1,64,74.637187,74.648745,75.246773,74.047717,75.246773,75.072911,75.013322,0.070310,0.069212
1.699,uint8_t,32,bosenelson,1,2,64,76.387061,76.403355,77.008585,75.576570,77.008585,76.933390,76.758498,0.072619,0.071484
1.336,uint8_t,32,bosenelson,2,0,64,73.692673,73.783764,76.817812,72.463614,76.817812,74.407480,74.279790,0.403747,0.397439
1.395,uint8_t,32,bosenelson,2,1,64,30.931005,30.989097,33.563913,30.281241,33.563913,31.578823,31.223991,0.180157,0.177342
1.449,uint8_t,32,bosenelson,2,2,64,30.902897,30.895858,33.755066,30.059939,33.755066,31.610363,31.392879,0.322292,0.317257
1.543,uint8_t,33,bitonic,1,0,64,25.261822,25.341366,28.036511,24.678439,28.036511,25.710762,25.537027,0.272232,0.267979
1.684,uint8_t,33,bitonic,1,1,64,20.112227,20.118077,20.633393,19.881758,20.633393,20.291185,20.267688,0.020036,0.019722
1.649,uint8_t,33,bitonic,1,2,64,20.931668,20.938582,21.288832,20.727578,21.288832,21.150662,21.118591,0.015967,0.015717
1.588,uint8_t,33,bitonic,2,0,64,25.843445,25.873655,28.153928,25.677320,28.153928,25.982909,25.959625,0.090504,0.089090
1.577,uint8_t,33,bitonic,2,1,64,21.576324,21.614629,22.898581,21.217195,22.898581,21.923101,21.760982,0.067475,0.066421
1.664,uint8_t,33,bitonic,2,2,64,21.500978,21.534187,23.443055,21.300605,23.443055,21.707094,21.632174,0.071066,0.069956
1.763,uint8_t,33,oddeven,1,0,64,31.657268,31.724511,34.194201,31.276612,34.194201,32.265007,31.951761,0.156152,0.153713
1.885,uint8_t,33,oddeven,1,1,64,25.070359,25.090701,26.344764,24.777859,26.344764,25.238436,25.178070,0.034441,0.033903
1.835,uint8_t,33,oddeven,1,2,64,22.244947,22.326997,24.717317,21.913237,24.717317,22.666295,22.558862,0.173388,0.170679
1.777,uint8_t,33,oddeven,2,0,64,33.098032,33.125130,34.383512,32.514669,34.383512,33.502379,33.402650,0.075980,0.074792
1.835,uint8_t,33,oddeven,2,1,64,21.742474,21.874093,24.860486,21.449651,24.860486,22.529552,22.257772,0.329273,0.324128
1.917,uint8_t,33,oddeven,2,2,64,22.825645,22.870148,25.279887,22.528929,25.279887,23.045636,22.974856,0.123772,0.121838
1.537,uint8_t,33,batcher,1,0,64,34.525674,34.557121,35.825325,34.115131,35.825325,35.084534,34.842923,0.081526,0.080252
1.55,uint8_t,33,batcher,1,1,64,20.043984,20.106144,21.766633,19.817238,21.766633,20.429755,20.260097,0.074154,0.072995
1.583,uint8_t,33,batcher,1,2,64,21.144167,21.165366,22.453473,20.805003,22.453473,21.308146,21.287872,0.041919,0.041264
1.476,uint8_t,33,batcher,2,0,64,36.364876,36.474050,39.173297,36.140516,39.173297,36.639447,36.547184,0.287767,0.283270
1.517,uint8_t,33,batcher,2,1,64,20.788693,20.804431,21.493287,20.440379,21.493287,21.134289,21.066347,0.041403,0.040756
1.486,uint8_t,33,batcher,2,2,64,20.907250,20.949564,22.548976,20.540166,22.548976,21.234042,21.150764,0.099779,0.098220
3.628,uint8_t,33,balanced,1,0,64,66.604149,66.619729,67.216052,66.283051,67.216052,66.918101,66.880614,0.032502,0.031994
3.662,uint8_t,33,balanced,1,1,64,57.053908,57.126166,58.465342,56.577194,58.465342,57.821206,57.541849,0.129457,0.127434
3.775,uint8_t,33,balanced,1,2,64,57.110584,57.267440,61.549232,56.555806,61.549232,58.366113,57.626508,0.517132,0.509052
3.8,uint8_t,33,balanced,2,0,64,68.043700,68.133532,69.962514,67.786726,69.962514,68.870448,68.416955,0.153526,0.151127
3.765,uint8_t,33,balanced,2,1,64,55.309944,55.450469,58.008410,54.580535,58.008410,56.593299,55.931278,0.333149,0.327943
3.657,uint8_t,33,balanced,2,2,64,58.010121,58.075246,61.533278,57.533797,61.533278,58.634151,58.457668,0.328490,0.323358
3.795,uint8_t,33,bosenelson,1,0,64,100.534494,100.678177,102.930099,99.780434,102.930099,102.028942,101.475871,0.387717,0.381659
3.795,uint8_t,33,bosenelson,1,1,64,64.764764,64.853339,68.011588,64.070124,68.011588,65.263884,65.135012,0.361124,0.355482
3.877,uint8_t,33,bosenelson,1,2,64,62.187352,62.273758,64.389507,61.821688,64.389507,62.807317,62.590935,0.158222,0.155750
3.812,uint8_t,33,bosenelson,2,0,64,107.613169,107.675540,110.357771,107.259184,110.357771,107.955064,107.828071,0.221952,0.218484
3.933,uint8_t,33,bosenelson,2,1,64,60.365285,60.488472,63.272417,59.907248,63.272417,61.296997,60.906311,0.281401,0.277004
3.912,uint8_t,33,bosenelson,2,2,64,63.953649,64.137596,67.433283,63.724133,67.433283,65.240060,64.348354,0.404270,0.397953
1.647,uint8_t,34,bitonic,1,0,64,33.172305,33.226656,34.706328,32.872542,34.706328,33.638727,33.517137,0.079851,0.078604
1.694,uint8_t,34,bitonic,1,1,64,20.638368,20.701981,23.124372,20.319930,23.124372,20.995599,20.978951,0.150261,0.147913
1.685,uint8_t,34,bitonic,1,2,64,21.626855,21.683671,24.213243,21.381078,24.213243,21.817293,21.788528,0.124740,0.122791
1.714,uint8_t,34,bitonic,2,0,64,34.777900,34.909933,38.392060,34.493176,38.392060,35.952239,35.000359,0.327049,0.321939
1.754,uint8_t,34,bitonic,2,1,64,21.664377,21.714562,23.763243,21.471296,23.763243,21.912342,21.832014,0.104548,0.102914
1.689,uint8_t,34,bitonic,2,2,64,21.680267,21.665883,22.385493,21.096581,22.385493,21.840553,21.795888,0.033280,0.032760
1.855,uint8_t,34,oddeven,1,0,64,36.280396,36.284067,37.329575,35.682242,37.329575,36.710045,36.544431,0.079744,0.078498
1.976,uint8_t,34,oddeven,1,1,64,23.097517,23.178878,25.852695,22.851983,25.852695,23.404536,23.261348,0.246564,0.242711
1.894,uint8_t,34,oddeven,1,2,64,23.132689,23.217993,26.661777,22.478765,26.661777,23.610826,23.391438,0.253958,0.249990
1.956,uint8_t,34,oddeven,2,0,64,35.263137,35.351011,37.466891,34.847282,37.466891,35.894929,35.618667,0.185397,0.182500
1.913,uint8_t,34,oddeven,2,1,64,22.483089,22.501123,23.875083,22.074654,23.875083,22.821832,22.781441,0.072291,0.071161
1.894,uint8_t,34,oddeven,2,2,64,22.258514,22.342529,24.483671,22.052533,24.483671,22.725592,22.478188,0.149385,0.147051
1.628,uint8_t,34,batcher,1,0,64,39.172874,39.210899,40.768044,38.909039,40.768044,39.571977,39.316343,0.075583,0.074402
1.594,uint8_t,34,batcher,1,1,64,21.154483,21.202556,22.978781,20.792507,22.978781,21.398287,21.347619,0.121781,0.119878
1.608,uint8_t,34,batcher,1,2,64,21.304910,21.316893,22.192563,20.852294,22.192563,21.601656,21.490170,0.035791,0.035232
1.557,uint8_t,34,batcher,2,0,64,38.088258,38.133700,39.463963,37.824515,39.463963,38.521325,38.376259,0.065929,0.064898
1.589,uint8_t,34,batcher,2,1,64,21.626594,21.624889,22.385386,21.041935,22.385386,21.783754,21.749959,0.026465,0.026051
1.591,uint8_t,34,batcher,2,2,64,21.053400,21.049693,21.328588,20.788915,21.328588,21.249031,21.173512,0.011878,0.011692
3.581,uint8_t,34,balanced,1,0,64,69.671364,69.697602,71.701573,68.684381,71.701573,70.333365,70.039657,0.273107,0.268839
3.587,uint8_t,34,balanced,1,1,64,58.012519,58.173700,60.562433,57.681806,60.562433,59.155662,58.768526,0.245815,0.241974
3.65,uint8_t,34,balanced,1,2,64,58.245096,58.301067,60.053705,57.737373,60.053705,58.915402,58.619231,0.126254,0.124281
3.812,uint8_t,34,balanced,2,0,64,68.063520,68.110294,69.667007,67.658437,69.667007,68.422762,68.382400,0.093495,0.092034
3.849,uint8_t,34,balanced,2,1,64,57.771840,57.891200,59.742097,57.538682,59.742097,58.616577,58.223697,0.173273,0.170566
3.856,uint8_t,34,balanced,2,2,64,59.333246,59.383563,62.161524,58.850340,62.161524,59.779739,59.625846,0.195498,0.192444
3.876,uint8_t,34,bosenelson,1,0,64,109.249342,109.332251,111.110219,108.529721,111.110219,109.863381,109.764552,0.165947,0.163354
3.727,uint8_t,34,bosenelson,1,1,64,60.308345,60.413313,62.431021,59.650869,62.431021,61.285208,60.801219,0.227808,0.224248
3.934,uint8_t,34,bosenelson,1,2,64,61.848151,61.926369,63.411843,61.249771,63.411843,63.032494,62.360979,0.190649,0.187670
3.838,uint8_t,34,bosenelson,2,0,64,108.739479,108.845775,112.103475,108.162925,112.103475,109.821776,109.367050,0.365007,0.359304
3.814,uint8_t,34,bosenelson,2,1,64,61.965742,62.150245,65.280139,61.459882,65.280139,62.744664,62.618086,0.479860,0.472362
3.736,uint8_t,34,bosenelson,2,2,64,62.235246,62.349177,64.172957,61.750647,64.172957,63.140684,62.810228,0.205908,0.202691
1.82,uint8_t,35,bitonic,1,0,64,34.870992,34.965863,37.343077,34.553809,37.343077,35.380732,35.231455,0.226771,0.223228
1.776,uint8_t,35,bitonic,1,1,64,22.265173,22.267506,23.170006,21.914200,23.170006,22.447125,22.384852,0.026058,0.025651
1.776,uint8_t,35,bitonic,1,2,64,21.239942,21.261150,22.833039,20.937316,22.833039,21.647418,21.439598,0.067158,0.066109
1.809,uint8_t,35,bitonic,2,0,64,36.720863,36.720366,37.807403,36.341666,37.807403,36.903122,36.856845,0.035278,0.034727
1.852,uint8_t,35,bitonic,2,1,64,22.315646,22.335057,24.132365,21.900465,24.132365,22.532003,22.483158,0.068265,0.067198
1.848,uint8_t,35,bitonic,2,2,64,21.408418,21.484496,23.231203,21.089350,23.231203,22.046865,21.767194,0.106124,0.104466
1.891,uint8_t,35,oddeven,1,0,64,36.205374,36.250100,37.083656,35.758034,37.083656,36.790915,36.600197,0.076120,0.074931
2.015,uint8_t,35,oddeven,1,1,64,22.558215,22.650206,25.121184,22.291548,25.121184,23.052037,22.876715,0.211005,0.207708
1.949,uint8_t,35,oddeven,1,2,64,23.052968,23.116501,24.539115,22.674704,24.539115,23.657455,23.492832,0.108132,0.106442
1.972,uint8_t,35,oddeven,2,0,64,35.681964,35.716725,36.903642,35.344554,36.903642,36.196847,35.944139,0.072999,0.071858
1.914,uint8_t,35,oddeven,2,1,64,23.744708,23.820812,27.213463,23.184270,27.213463,23.966616,23.914056,0.246666,0.242812
1.994,uint8_t,35,oddeven,2,2,64,22.511370,22.566513,24.247910,22.015761,24.247910,22.883016,22.800042,0.121793,0.119890
1.622,uint8_t,35,batcher,1,0,64,41.078091,41.201498,43.627300,40.783628,43.627300,41.697751,41.487564,0.246579,0.242726
1.668,uint8_t,35,batcher,1,1,64,22.277941,22.330526,23.938071,21.953914,23.938071,22.548613,22.466459,0.088634,0.087249
1.696,uint8_t,35,batcher,1,2,64,22.335389,22.336484,23.798404,21.880182,23.798404,22.489117,22.469670,0.050906,0.050111
1.68,uint8_t,35,batcher,2,0,64,41.651460,41.665060,41.941577,41.375127,41.941577,41.899706,41.882787,0.014948,0.014714
1.729,uint8_t,35,batcher,2,1,64,21.269319,21.297567,22.241228,21.053477,22.241228,21.531980,21.454621,0.028551,0.028105
1.736,uint8_t,35,batcher,2,2,64,21.596914,21.661872,24.184825,21.203356,24.184825,22.176947,21.896736,0.161160,0.158642
3.688,uint8_t,35,balanced,1,0,64,68.644927,68.765243,70.705098,68.401272,70.705098,69.235394,69.091100,0.121859,0.119955
3.702,uint8_t,35,balanced,1,1,64,61.905260,61.958239,63.413937,61.620870,63.413937,62.303640,62.098955,0.078952,0.077718
3.829,uint8_t,35,balanced,1,2,64,61.065370,61.158425,63.885950,60.783786,63.885950,61.540765,61.418738,0.272579,0.268319
3.603,uint8_t,35,balanced,2,0,64,68.623785,68.727897,72.114437,68.354804,72.114437,68.897756,68.804078,0.366709,0.360979
3.655,uint8_t,35,balanced,2,1,64,56.574512,56.599024,59.220362,55.725400,59.220362,57.080796,57.009787,0.268546,0.264350
3.609,uint8_t,35,balanced,2,2,64,58.474645,58.559395,60.616049,57.984630,60.616049,59.143007,58.903471,0.191180,0.188193
4.029,uint8_t,35,bosenelson,1,0,64,109.863874,110.053350,113.811758,109.490182,113.811758,111.387275,110.384274,0.583505,0.574387
4.134,uint8_t,35,bosenelson,1,1,64,66.787210,66.874358,69.714677,66.377159,69.714677,67.477009,67.195941,0.195995,0.192933
3.944,uint8_t,35,bosenelson,1,2,64,67.138939,67.285304,70.134054,66.953304,70.134054,68.227648,67.455658,0.269256,0.265049
3.879,uint8_t,35,bosenelson,2,0,64,115.451148,115.612022,119.052643,115.010557,119.052643,115.836502,115.716213,0.577966,0.568935
4.056,uint8_t,35,bosenelson,2,1,64,64.941912,65.043898,67.751690,64.419635,67.751690,65.769286,65.478283,0.289557,0.285032
3.909,uint8_t,35,bosenelson,2,2,64,67.116189,67.210529,70.513844,66.948807,70.513844,67.546168,67.296666,0.227958,0.224396
1.75,uint8_t,36,bitonic,1,0,64,33.391342,33.463370,37.056253,32.941294,37.056253,33.847616,33.662574,0.274981,0.270684
1.776,uint8_t,36,bitonic,1,1,64,22.661995,22.722514,25.176890,22.278454,25.176890,22.806895,22.759464,0.176134,0.173382
1.804,uint8_t,36,bitonic,1,2,64,21.617026,21.635462,22.439466,21.211350,22.439466,21.963414,21.850780,0.034603,0.034062
1.825,uint8_t,36,bitonic,2,0,64,33.652564,33.749726,34.796666,33.158142,34.796666,34.531788,34.122471,0.118735,0.116879
1.787,uint8_t,36,bitonic,2,1,64,22.644430,22.678321,23.875099,22.409128,23.875099,22.813023,22.753789,0.052674,0.051851
1.883,uint8_t,36,bitonic,2,2,64,21.292654,21.309262,22.574167,20.986024,22.574167,21.479034,21.461876,0.043250,0.042574
1.944,uint8_t,36,oddeven,1,0,64,37.196348,37.236704,39.715139,36.706717,39.715139,37.922986,37.402984,0.159896,0.157397
1.941,uint8_t,36,oddeven,1,1,64,22.146250,22.203433,23.833096,21.954769,23.833096,22.587849,22.391085,0.073009,0.071869
1.915,uint8_t,36,oddeven,1,2,64,22.753805,22.868522,24.900375,22.378649,24.900375,24.115537,23.114899,0.224675,0.221164
1.902,uint8_t,36,oddeven,2,0,64,37.202367,37.224624,38.312904,36.795233,38.312904,37.488173,37.444658,0.046682,0.045952
1.985,uint8_t,36,oddeven,2,1,64,23.483824,23.550387,25.217853,23.253174,25.217853,23.683962,23.646218,0.130381,0.128343
1.978,uint8_t,36,oddeven,2,2,64,22.122479,22.182465,23.120506,21.784108,23.120506,22.824765,22.443735,0.070077,0.068982
1.678,uint8_t,36,batcher,1,0,64,33.076785,33.077850,33.410707,32.849800,33.410707,33.308905,33.243324,0.013622,0.013410
1.732,uint8_t,36,batcher,1,1,64,21.916285,21.924329,22.186460,21.748254,22.186460,22.118010,22.076345,0.012710,0.012511
1.667,uint8_t,36,batcher,1,2,64,20.890536,20.916872,22.060106,20.641373,22.060106,21.210073,21.085831,0.041355,0.040709
1.642,uint8_t,36,batcher,2,0,64,31.244459,31.358602,33.171251,30.903286,33.171251,32.431474,31.649442,0.202552,0.199387
1.734,uint8_t,36,batcher,2,1,64,21.458636,21.491435,22.646741,21.112771,22.646741,21.842598,21.695385,0.061788,0.060823
1.696,uint8_t,36,batcher,2,2,64,20.896562,21.010542,24.570962,20.606186,24.570962,21.395149,21.361778,0.251316,0.247389
3.507,uint8_t,36,balanced,1,0,64,68.218215,68.268640,71.031228,67.799910,71.031228,68.641092,68.462025,0.172880,0.170178
3.688,uint8_t,36,balanced,1,1,64,57.605580,57.616980,58.471209,56.829142,58.471209,58.163003,57.900943,0.076124,0.074935
3.706,uint8_t,36,balanced,1,2,64,58.083837,58.165936,59.596371,57.635776,59.596371,58.895805,58.572702,0.111354,0.109614
3.529,uint8_t,36,balanced,2,0,64,68.810993,68.881976,72.044285,68.362819,72.044285,69.246737,69.167072,0.209760,0.206483
3.482,uint8_t,36,balanced,2,1,64,56.467354,56.583222,59.376338,55.980402,59.376338,57.254344,57.077893,0.342159,0.336813
3.72,uint8_t,36,balanced,2,2,64,59.454791,59.515991,60.646783,59.195404,60.646783,60.112312,59.802342,0.073169,0.072025
4.076,uint8_t,36,bosenelson,1,0,64,106.291307,106.396727,109.610234,105.446000,109.610234,106.973528,106.815807,0.615145,0.605533
4.19,uint8_t,36,bosenelson,1,1,64,66.834692,66.950441,70.416341,66.665786,70.416341,67.087214,67.050708,0.372861,0.367035
4.176,uint8_t,36,bosenelson,1,2,64,66.783641,66.935171,71.041523,66.668513,71.041523,67.309471,67.014807,0.420467,0.413897
4.022,uint8_t,36,bosenelson,2,0,64,113.809182,113.948504,116.673496,113.464458,116.673496,114.801148,114.196988,0.286987,0.282503
3.894,uint8_t,36,bosenelson,2,1,64,63.287068,63.331149,66.683670,62.460870,66.683670,63.829615,63.528926,0.399547,0.393304
4.179,uint8_t,36,bosenelson,2,2,64,64.718154,64.789749,66.407206,64.347119,66.407206,65.477735,65.134292,0.109995,0.108276
1.945,uint8_t,37,bitonic,1,0,64,35.690017,35.766904,37.254379,35.387671,37.254379,36.260120,36.105589,0.101073,0.099494
1.868,uint8_t,37,bitonic,1,1,64,22.218329,22.261519,23.703083,21.975409,23.703083,22.717424,22.467392,0.066448,0.065410
1.976,uint8_t,37,bitonic,1,2,64,22.798763,22.890255,24.789396,22.503467,24.789396,23.348235,23.208015,0.129527,0.127503
1.832,uint8_t,37,bitonic,2,0,64,35.740633,35.857994,37.103688,35.441854,37.103688,36.520125,36.363120,0.128664,0.126653
1.914,uint8_t,37,bitonic,2,1,64,23.643965,23.721281,26.435817,23.313021,26.435817,23.853980,23.788799,0.245719,0.241880
1.99,uint8_t,37,bitonic,2,2,64,22.133797,22.210952,24.518291,21.816369,24.518291,22.582950,22.505683,0.121569,0.119670
1.953,uint8_t,37,oddeven,1,0,64,37.515409,37.573332,39.379880,37.269832,39.379880,37.800851,37.736341,0.096220,0.094717
1.939,uint8_t,37,oddeven,1,1,64,22.973796,23.011365,24.105552,22.575625,24.105552,23.322904,23.249057,0.070461,0.069360
2.033,uint8_t,37,oddeven,1,2,64,23.799690,23.848445,25.175589,23.575984,25.175589,24.012539,23.946497,0.079570,0.078327
1.945,uint8_t,37,oddeven,2,0,64,35.671708,35.665934,36.938546,35.155492,36.938546,35.940147,35.875386,0.057587,0.056687
1.943,uint8_t,37,oddeven,2,1,64,24.069077,24.056806,24.232053,23.733148,24.232053,24.174596,24.156531,0.007597,0.007478
1.992,uint8_t,37,oddeven,2,2,64,23.875929,23.876168,24.125358,23.704529,24.125358,24.034422,24.013093,0.009676,0.009525
1.721,uint8_t,37,batcher,1,0,64,46.803218,46.923469,49.228485,46.542709,49.228485,47.720266,47.042006,0.258918,0.254872
1.763,uint8_t,37,batcher,1,1,64,23.766524,23.794478,24.970350,23.290680,24.970350,24.042699,23.961242,0.053398,0.052563
1.825,uint8_t,37,batcher,1,2,64,22.405514,22.420200,24.178362,21.647055,24.178362,22.834979,22.647700,0.147594,0.145288
1.813,uint8_t,37,batcher,2,0,64,45.779315,45.871000,48.843417,45.463922,48.843417,46.467628,46.101449,0.243500,0.239695
1.829,uint8_t,37,batcher,2,1,64,22.539148,22.601529,25.911239,22.135070,25.911239,22.848713,22.785839,0.210438,0.207150
1.754,uint8_t,37,batcher,2,2,64,23.431011,23.458384,25.189126,23.056999,25.189126,23.631712,23.576104,0.081424,0.080152
3.497,uint8_t,37,balanced,1,0,64,64.902507,65.008959,66.666822,64.581031,66.666822,65.678679,65.504073,0.141520,0.139309
3.544,uint8_t,37,balanced,1,1,64,60.305510,60.296712,61.227514,58.998391,61.227514,60.697495,60.585909,0.084137,0.082822
3.496,uint8_t,37,balanced,1,2,64,59.194282,59.299447,61.850766,58.904846,61.850766,59.791836,59.585788,0.221113,0.217658
3.738,uint8_t,37,balanced,2,0,64,66.647407,66.677184,67.657794,66.177310,67.657794,67.137460,66.994807,0.087646,0.086277
3.73,uint8_t,37,balanced,2,1,64,59.061149,59.148031,61.208573,58.607923,61.208573,60.253726,59.439412,0.230745,0.227140
3.577,uint8_t,37,balanced,2,2,64,59.124265,59.191767,60.530208,58.478423,60.530208,59.802095,59.551637,0.134209,0.132112
4.16,uint8_t,37,bosenelson,1,0,64,113.696205,113.892678,117.414019,113.189503,117.414019,115.369585,114.509512,0.537701,0.529299
4.41,uint8_t,37,bosenelson,1,1,64,73.952852,73.946753,76.089438,73.112576,76.089438,74.710108,74.509545,0.210118,0.206835
4.244,uint8_t,37,bosenelson,1,2,64,72.874451,72.921037,74.412218,72.401324,74.412218,73.327774,73.213875,0.112716,0.110955
4.137,uint8_t,37,bosenelson,2,0,64,116.173427,116.266754,118.515347,115.659340,118.515347,117.213756,116.694758,0.286902,0.282419
4.515,uint8_t,37,bosenelson,2,1,64,73.605276,73.729190,77.011744,73.167876,77.011744,74.446874,74.259123,0.360793,0.355156
4.297,uint8_t,37,bosenelson,2,2,64,72.860016,72.892590,74.236293,72.347307,74.236293,73.369850,73.145167,0.086163,0.084816
1.855,uint8_t,38,bitonic,1,0,64,39.731241,39.806795,42.550989,39.055884,42.550989,40.093715,39.922492,0.301044,0.296340
1.936,uint8_t,38,bitonic,1,1,64,22.685130,22.763669,24.817730,22.340096,24.817730,23.111394,23.049633,0.134950,0.132841
2.015,uint8_t,38,bitonic,1,2,64,22.661120,22.767567,24.873102,22.274261,24.873102,23.289972,23.220971,0.202818,0.199649
1.932,uint8_t,38,bitonic,2,0,64,39.006482,39.089174,41.958310,38.739244,41.958310,39.366252,39.190869,0.242991,0.239195
1.897,uint8_t,38,bitonic,2,1,64,25.763568,25.796315,26.829932,25.576699,26.829932,26.108793,25.922567,0.047726,0.046980
1.966,uint8_t,38,bitonic,2,2,64,23.086469,23.155821,25.250207,22.663110,25.250207,23.605315,23.459609,0.175246,0.172508
1.95,uint8_t,38,oddeven,1,0,64,35.680197,35.675043,36.433921,35.294427,36.433921,35.849973,35.821490,0.024341,0.023961
2.044,uint8_t,38,oddeven,1,1,64,24.654617,24.679022,25.232394,24.439612,25.232394,24.847606,24.798452,0.022735,0.022380
2.107,uint8_t,38,oddeven,1,2,64,24.590082,25.118587,36.311673,23.992047,36.311673,27.037323,25.920679,4.359932,4.291808
1.938,uint8_t,38,oddeven,2,0,64,36.975262,37.084351,38.232742,36.616487,38.232742,37.898122,37.686778,0.141009,0.138806
2.001,uint8_t,38,oddeven,2,1,64,24.833075,24.949370,26.387288,24.647621,26.387288,25.577383,25.209096,0.127016,0.125031
2.07,uint8_t,38,oddeven,2,2,64,24.465523,24.817047,28.197781,23.993432,28.197781,27.249273,26.006632,0.885320,0.871487
1.738,uint8_t,38,batcher,1,0,64,44.230747,44.851105,49.907541,43.616439,49.907541,49.479087,47.486693,2.628761,2.587686
1.923,uint8_t,38,batcher,1,1,64,24.650814,24.971474,28.051438,23.756795,28.051438,27.077185,26.568630,0.940274,0.925583
2.003,uint8_t,38,batcher,1,2,64,23.305848,23.819236,27.916063,22.920012,27.916063,27.463360,25.471515,1.670451,1.644350
1.789,uint8_t,38,batcher,2,0,64,42.869683,43.088936,44.393778,42.558507,44.393778,44.074001,43.767938,0.213034,0.209705
1.899,uint8_t,38,batcher,2,1,64,23.866314,23.886824,25.010612,23.515738,25.010612,24.206169,24.121249,0.049275,0.048505
1.835,uint8_t,38,batcher,2,2,64,23.135026,23.187806,24.779931,22.856763,24.779931,23.518800,23.405964,0.073292,0.072146
3.7,uint8_t,38,balanced,1,0,64,66.871986,66.971055,69.023834,66.509805,69.023834,67.534622,67.313309,0.156254,0.153812
